index,title,language
4154,"# of beneciaries (saggregated into nationality, gender and disability) who reported on-line sexual exploitation and abuse complaints (girls, boys, women, men)",Language.ENGLISH
4155,"Percentage of girls, boys and women (saggregated into nationality and disability) reported improved well-being after receiving the mental health support services",Language.ENGLISH
4156,Percentage of parents reported improved children’s awareness and ability to protect themselves from abuse as a result,Language.ENGLISH
4157,Number of committee members trained on Online sexual exploitation prevention activities,Language.ENGLISH
4158,Number of beneficiaries (saggregated into nationality and disability) attending Online sexual exploitation prevention activities,Language.ENGLISH
4159,Number of CBEC centers benefiting from UNICEF intervention,Language.ENGLISH
4160,"Number of educators, preschool and kindergarten teachers participating in the Montessori training",Language.ENGLISH
4161,Number of children benefiting from creative/health workshops,Language.ENGLISH
4162,"Number of  educators, preschool and kindergarten teachers participating in the training on Program planning in the kindergarten",Language.ENGLISH
4163,Percentage of educators and teachers with increased positive scores from pre-to-post test results - “Program planning in kindergarten” training,Language.ENGLISH
4164,"Number of  educators, preschool and kindergarten teachers participating in the training on “Learning in a project approach” – training",Language.ENGLISH
4165,Number of Parents receive counseling on ways to deal with children and raise awareness (sex and status disaggregated) both in schools and Baity Center,Language.ENGLISH
4166,Number of Children (Girls and boys) Receiving specialized CP services (Including PSS services),Language.ENGLISH
4167,Number of Children benefit from psychosocial support in child friendly spaces (sex/age/status disaggregated) in targeted municipalities excluding Baity center,Language.ENGLISH
4168,Number of Social workers (m/f) in schools trained on PSS in Emergencies,Language.ENGLISH
4169,"Number of children (girls and boys) enrolled in language classes ( sex,age,and status disaggregated)",Language.ENGLISH
4170,Number of out of school children (girls and boys) entrolled in formal schools,Language.ENGLISH
4171,"Number of children and youth provided with basic literacy and numeracy (BLN) (Sex, age and status disaggregated)",Language.ENGLISH
4172,"Number of children (girls and boys) enrolled in life skills, computer and music classes ( sex, age and status disaggregated)",Language.ENGLISH
4173,Number of school aged children (girls & boys) provided with essential learning materials / school supplies,Language.ENGLISH
4174,Number of People with access to safe channels to report sexual exploitation and abuse,Language.ENGLISH
4175,"# of NGO staff, facilitators and township monitors trained",Language.ENGLISH
4176,Indicator 1.4  Number of male patients (five years old or older) who received the first OPD consultation,Language.ENGLISH
4177,Indicator 1.5  Number of female patients (under five years of age) who received the first OPD consultation,Language.ENGLISH
4178,1.5 # of U1 children received 3 doses of pentavalent,Language.ENGLISH
4179,1.9 (b) Total # of male out-patient visits (5 years and older),Language.ENGLISH
4180,1.8 (a) Total # of male out-patient visits (0-59 months),Language.ENGLISH
4181,1.10 (a) Total # of female out-patient visits (0-59 months),Language.ENGLISH
4182,1.11 (b) Total # of female out-patient visits (5 years and older),Language.ENGLISH
4183,3.1 Number of children Cured/discharged,Language.ENGLISH
4184,3.3 Number of children given deworming tablets to 6-59 months,Language.ENGLISH
4185,of people in selected districts reached on COVID-19 through messaging on prevention and access to services including safe hygiene practices/infection prevention control (as part of RCCE) (disaggregated by gender),Language.ENGLISH
4186,"of adolescents and young people (10-24 years) participating in activities that enhance their voice, disaggregated by gender and age groups (10-14, 15-19, 20-24)",Language.ENGLISH
4187,of people reached on COVID-19 through messaging on prevention and access to services including safe hygiene practices/infection prevention control (as part of RCCE) (disaggregated by gender),Language.ENGLISH
4188,of people reached through face-face hygiene behaviour change and Covid-19 vaccine promotion activities in HH and health care facilities ) (disaggregated by gender),Language.ENGLISH
4189,Nombre des membres des COPA-COGES formés et accompangnés techniquement dans le processus  s d’élaboration des Plan d’amélioration scolaire/Plan de dévelopement Scolaire.,Language.FRENCH
4190,Nombre des membres des COPA et COGES renforcé en capacité sur la redevabilité et l'engagement citoyen.,Language.FRENCH
4191,Nombre des membres des communautés sensibilisées sur l'importance de l'Education de la fille et non stigmatisation des enfants.,Language.FRENCH
4192,"4.2.2.  Nombre d’adolescents filles et garçons en dehors de l'ecole soutenus pour accéder à l’apprentissage alternatif existant, y compris la formation professionnelle.",Language.FRENCH
4193,"4.2.2.1. Nombre d'enfants et adolescents particulièrement ceux hors de l'école bénéficiant d'un appui  pour l'accès et le maintien à des offres d'éducation formelle et non formelle. désagrégation par genre et profil (enfants au pré-primaire; enfants au primaire, enfants d'age secondaire).",Language.FRENCH
4194,Nombre d’enfants vulnérables des classes de 7eme et 8eme année sécondaire pris en charge en frais scolaires légaux.,Language.FRENCH
4195,Nombre d’enfants vulnérables des classes de 7eme et 8 eme année sécondaire assistes en uniforme,Language.FRENCH
4196,"4.2.3.1. Nombre d'adolescentes ayant participé à des activités de renforcement de capacités pour leur autonomisation, réussite scolaire et insertion socio-économique.",Language.FRENCH
4197,4.3.1. Nombre de filles et de garçons (âgés de 5 à 17 ans) touchés par des crises causées par l'homme ou des catastrophes naturelles et ayant accès à une éducation de qualité,Language.FRENCH
4198,4.3.2. Nombre d'enseignants formés sur le soutien psychosocial,Language.FRENCH
4199,"4.3.3.1 Nombre d'enseignants dans les zones d'urgences formés à au moins une des thématiques suivantes : méthodologies centrées sur l'apprenant,  l'éducation à la paix, la prévention de la COVID-19,  la réduction des risques de conflits et de catastrophes",Language.FRENCH
4200,4.3.3.2. Nombre d'enseignants  dans les zones d'urgences formés sur l'appui psychosocial,Language.FRENCH
4201,Nombre des enseignants formés sur l'inclusion des enfants différents durant l'apprentissage en classe,Language.FRENCH
4202,Nombre d’acteurs étatique et non étatiques formés sur la MRM (outils de reporting et normes) pour la documentation et la gestion des données sur les attaques contre les établissements d'apprentissage.,Language.FRENCH
4203,indicator 1.1 # of children Vaccinated against measles,Language.ENGLISH
4204,Indicator 1.2 # of children who are vaccinated with Penta 3,Language.ENGLISH
4205,Indicator 1.4 of people who received first OPD consultation,Language.ENGLISH
4206,Indicator 2.1 of people reached with key health and hygiene messages,Language.ENGLISH
4207,Number of children and adolescents reached with child safeguarding and child participation guidelines and have enhanced voice in the two districts,Language.ENGLISH
4208,"of district, provincial and national government and CSOs stateholders including children and adolescents reached through coordination efforts (disaggregated by age, sex)",Language.ENGLISH
4209,"of children, adolescents and community members who have access to a safe reporting channels regarding child safeguarding and PSEA",Language.ENGLISH
4210,"of young men and women (ages 14-24) trained in transferable professional skills (disaggregated by age, gender, ethnicity, disability);",Language.ENGLISH
4211,indicator 1.1  # of children Vaccinated against measles,Language.ENGLISH
4212,indicator 1.4 # of people who received first OPD consultation,Language.ENGLISH
4213,Indicator 2.1 # of people reached with key health and hygiene messages.,Language.ENGLISH
4214,Indicator 1.1 # of children Vaccinated against measles,Language.ENGLISH
4215,Indicator 1.4 # of people who received first OPD consultation,Language.ENGLISH
4216,indicator 2.1 # of people reached with key health and hygiene messages,Language.ENGLISH
4217,of population including Children and Adolescents with Disabilities (CAwD) reached with COVID-19 prevention and vaccine-related messages through mass media and Interpersonal Communication (IPC),Language.ENGLISH
